,epoch_mjd,a,e,i,om,w,ma,spkid,per_y,sigma_e,sigma_a,sigma_i,sigma_om,sigma_w,sigma_per,full_name,number_mp,designation
125,59800,2.542,0.6953,17.77,56.92,94.69,196.25,2007092,4.05,4.6e-08,9.2e-09,8.3e-06,1.8e-05,1.8e-05,8e-06,  7092 Cadmus (1992 LC),7092,Cadmus (1992 LC)
126,59800,2.725,0.5591,16.33,308.51,337.93,291.82,2007236,4.5,1.9e-07,1.7e-08,2.2e-05,4e-05,6.3e-05,1.5e-05,  7236 (1987 PA),7236,(1987 PA)
127,59800,1.772,0.4846,15.17,61.28,232.32,14.77,2007335,2.36,1.4e-08,1.9e-09,4.8e-06,2.1e-06,5.5e-06,1.4e-06,  7335 (1989 JA),7335,(1989 JA)
128,59800,2.306,0.4817,7.2,174.47,181.5,140.67,2007336,3.5,3.3e-08,1.4e-09,4.6e-06,1.7e-05,2.7e-05,1.1e-06,  7336 Saunders (1989 RS1),7336,Saunders (1989 RS1)
129,59800,1.841,0.5059,5.41,294.74,173.5,82.25,2007341,2.5,2.1e-09,3.4e-10,1.4e-06,1.4e-05,1.3e-05,2.6e-07,  7341 (1991 VK),7341,(1991 VK)
130,59800,1.356,0.391,7.26,133.11,336.67,44.38,2007350,1.58,2.7e-08,1.3e-09,2.7e-06,2.6e-05,2.6e-05,8.1e-07,  7350 (1993 VA),7350,(1993 VA)
131,59800,2.199,0.5023,4.66,265.46,92.23,110.03,2007358,3.26,2.6e-08,3.8e-09,3.2e-06,4.1e-05,4.1e-05,3.1e-06,  7358 Oze (1995 YA3),7358,Oze (1995 YA3)
132,59800,1.566,0.2923,7.09,88.61,275.62,87.09,2007474,1.96,1.1e-07,1.4e-08,3.9e-06,6e-05,7.6e-05,9.3e-06,  7474 (1992 TC),7474,(1992 TC)
133,59800,1.568,0.317,9.45,124.38,256.83,56.57,2007480,1.96,3.9e-08,7.4e-09,3.9e-06,2.3e-05,3.5e-05,5.1e-06,  7480 Norwan (1994 PC),7480,Norwan (1994 PC)
134,59800,1.349,0.3295,33.47,117.87,47.48,103.13,2007482,1.57,1.4e-08,3.6e-09,8.3e-06,1.2e-06,5.1e-06,2.3e-06,  7482 (1994 PC1),7482,(1994 PC1)
135,59800,1.467,0.4817,3.12,73.39,280.06,12.16,2007753,1.78,8.7e-09,1.8e-09,3.6e-06,2.5e-05,2.5e-05,1.2e-06,  7753 (1988 XB),7753,(1988 XB)
136,59800,1.123,0.1646,37.12,156.85,249.45,239.53,2007822,1.19,1.4e-08,3.1e-10,1.5e-06,1.8e-06,5.5e-06,1.8e-07,  7822 (1991 CS),7822,(1991 CS)
137,59800,2.166,0.5187,27.11,102.52,228.33,280.43,2007839,3.19,9.1e-08,8e-09,1.4e-05,1.6e-05,2.4e-05,6.4e-06,  7839 (1994 ND),7839,(1994 ND)
138,59800,2.436,0.6635,26.09,165.9,323.06,176.8,2007888,3.8,2.4e-08,2.4e-09,5.6e-06,3.2e-06,5.9e-06,2.1e-06,  7888 (1993 UC),7888,(1993 UC)
139,59800,1.262,0.3463,36.91,111.27,349.18,140.64,2007889,1.42,3.2e-08,1.2e-09,2.6e-06,2e-06,5.4e-06,7.6e-07,  7889 (1994 LX),7889,(1994 LX)
140,59800,2.226,0.4662,25.16,134.15,248.06,175.94,2007977,3.32,3.1e-08,5.7e-09,4.8e-06,9e-06,1e-05,4.6e-06,  7977 (1977 QQ5),7977,(1977 QQ5)
141,59800,2.2,0.4313,7.57,105.56,146.74,309.81,2008013,3.26,3.5e-08,4.4e-09,3.6e-06,3.6e-05,3.7e-05,3.5e-06,  8013 Gordonmoore (1990 KA),8013,Gordonmoore (1990 KA)
142,59800,1.747,0.4562,1.87,209.84,114.76,309.97,2008014,2.31,8.1e-09,6.3e-09,5.2e-07,5.7e-05,5.7e-05,4.5e-06,  8014 (1990 MF),8014,(1990 MF)
143,59800,1.83,0.4092,2.02,232.83,68.23,46.45,2008034,2.48,3.1e-08,6.4e-09,3.4e-06,0.00011,0.00011,4.7e-06,  8034 Akka (1992 LR),8034,Akka (1992 LR)
144,59800,1.342,0.4625,28.31,185.63,6.09,226.57,2008035,1.55,7e-08,2.9e-09,9.6e-06,6.3e-06,9.3e-06,1.9e-06,  8035 (1992 TB),8035,(1992 TB)
145,59800,1.986,0.418,5.91,22.39,105.74,209.88,2008037,2.8,1.8e-08,3.2e-09,4.1e-06,2.3e-05,2.4e-05,2.5e-06,  8037 (1993 HO1),8037,(1993 HO1)
146,59800,1.575,0.6431,39.59,66.51,241.9,221.84,2008176,1.98,5.4e-08,3.6e-09,8.4e-06,7.5e-06,8.9e-06,2.4e-06,  8176 (1991 WA),8176,(1991 WA)
147,59800,2.538,0.7068,9.55,164.1,25.11,4.49,2008201,4.04,2.8e-08,5.2e-09,4e-06,3.7e-05,3.8e-05,4.5e-06,  8201 (1994 AH2),8201,(1994 AH2)
148,59800,1.687,0.5946,14.59,317.41,345.79,9.54,2008507,2.19,5.7e-08,5.6e-09,6.4e-06,1.7e-05,2e-05,4e-06,  8507 (1991 CB1),8507,(1991 CB1)
149,59800,1.506,0.4303,37.98,164.12,125.16,23.57,2008566,1.85,4e-08,1.5e-09,8e-06,5e-06,7.5e-06,1e-06,  8566 (1996 EN),8566,(1996 EN)
150,59800,2.045,0.4495,8.45,177.1,177.3,269.95,2008567,2.93,8.2e-09,5.6e-09,2.7e-06,8.6e-06,1.1e-05,4.4e-06,  8567 (1996 HW1),8567,(1996 HW1)
151,59800,2.529,0.4889,3.52,119.24,153.62,346.44,2008709,4.02,1.1e-07,1.4e-08,4.8e-06,0.0001,0.00011,1.2e-05,  8709 Kadlu (1994 JF1),8709,Kadlu (1994 JF1)
152,59800,1.557,0.3596,16.09,218.3,307.08,238.86,2009058,1.94,1.3e-07,6e-09,9.1e-06,1.2e-05,1.9e-05,4.1e-06,  9058 (1992 JB),9058,(1992 JB)
153,59800,1.497,0.5955,9.01,180.02,235.79,6.68,2009162,1.83,2.6e-08,1.1e-09,3.5e-06,1.9e-05,1.9e-05,7.2e-07,  9162 Kwiila (1987 OA),9162,Kwiila (1987 OA)
154,59800,2.709,0.553,7.84,287.64,74.07,141.72,2009172,4.46,5.2e-08,4.4e-09,7.6e-06,4.7e-05,4.8e-05,4e-06,  9172 Abhramu (1989 OB),9172,Abhramu (1989 OB)
155,59800,1.424,0.6078,40.82,315.92,212.34,120.96,2009202,1.7,1.1e-08,4.8e-09,1.5e-06,8.9e-07,1.3e-06,3.2e-06,  9202 (1993 PB),9202,(1993 PB)
156,59800,2.587,0.5806,36.0,3.36,62.13,221.73,2009400,4.16,2.6e-08,6.3e-09,9.6e-06,6.3e-06,9.3e-06,5.6e-06,  9400 (1994 TW1),9400,(1994 TW1)
157,59800,2.242,0.6259,9.83,168.1,116.22,79.64,2009856,3.36,1.2e-08,1.6e-09,4.6e-06,1.9e-05,2e-05,1.3e-06,  9856 (1991 EE),9856,(1991 EE)
158,59800,2.438,0.533,14.59,253.49,103.53,124.1,2009950,3.81,3.6e-08,9.7e-09,5.7e-06,1.5e-05,1.6e-05,8.3e-06,  9950 ESA (1990 VB),9950,ESA (1990 VB)
159,59800,1.248,0.3248,15.32,8.9,233.65,239.34,2010115,1.39,9.4e-09,3.5e-10,1.8e-06,5e-06,5.8e-06,2.2e-07, 10115 (1992 SK),10115,(1992 SK)
160,59800,1.901,0.6329,4.55,328.4,27.4,47.62,2010145,2.62,2.9e-08,5.8e-09,4.3e-06,5e-05,5e-05,4.4e-06, 10145 (1994 CK1),10145,(1994 CK1)
161,59800,2.375,0.544,45.95,112.99,234.01,212.32,2010150,3.66,3.5e-08,1e-08,7e-06,7.1e-06,9.4e-06,8.5e-06, 10150 (1994 PN),10150,(1994 PN)
162,59800,1.235,0.5037,23.9,312.44,348.46,236.96,2010165,1.37,6.3e-08,2.4e-09,8e-06,8.6e-06,1.1e-05,1.5e-06, 10165 (1995 BL2),10165,(1995 BL2)
163,59800,1.273,0.1368,4.38,104.3,183.57,17.89,2010302,1.44,3.3e-08,3.4e-09,2.1e-06,1.7e-05,2.2e-05,2.1e-06, 10302 (1989 ML),10302,(1989 ML)
164,59800,1.007,0.2663,63.46,56.56,132.19,46.35,2010563,1.01,2.1e-08,5.4e-10,2.7e-06,2.7e-06,1e-05,3e-07, 10563 Izhdubar (1993 WD),10563,Izhdubar (1993 WD)
165,59800,1.885,0.5125,13.58,172.94,286.32,54.4,2010636,2.59,1.2e-08,3.5e-09,5.1e-06,8.5e-06,8.7e-06,2.7e-06, 10636 (1998 QK56),10636,(1998 QK56)
166,59800,2.578,0.5745,4.15,257.25,75.46,186.01,2010860,4.14,5.1e-08,8.7e-09,9.6e-06,0.00011,0.00011,7.7e-06, 10860 (1995 LE),10860,(1995 LE)
167,59800,1.979,0.4464,3.08,339.07,92.32,150.83,2011054,2.78,2.2e-08,2.1e-09,2.9e-06,4.1e-05,4.2e-05,1.6e-06, 11054 (1991 FA),11054,(1991 FA)
168,59800,1.391,0.3755,36.88,349.23,22.01,314.85,2011066,1.64,5.1e-09,1.5e-09,1e-06,1.1e-06,3.4e-06,9.7e-07, 11066 Sigurd (1992 CC1),11066,Sigurd (1992 CC1)
169,59800,1.74,0.3374,1.99,311.74,171.16,60.8,2011284,2.3,2.4e-08,2.7e-09,2.8e-06,8.8e-05,8.9e-05,1.9e-06, 11284 Belenus (1990 BA),11284,Belenus (1990 BA)
170,59800,2.117,0.5359,25.49,59.33,313.4,130.62,2011311,3.08,7.5e-08,1.2e-08,6.1e-06,1.4e-05,1.7e-05,9.6e-06, 11311 Peleus (1993 XN2),11311,Peleus (1993 XN2)
171,59800,1.721,0.3889,15.02,144.78,74.71,117.7,2011398,2.26,1.3e-08,1.1e-09,2.9e-06,7.6e-06,9e-06,8.1e-07, 11398 (1998 YP11),11398,(1998 YP11)
172,59800,1.46,0.3937,22.86,141.28,96.37,66.74,2011405,1.76,9.7e-09,5.8e-10,5.6e-07,1.6e-06,1.9e-06,3.8e-07, 11405 (1999 CV3),11405,(1999 CV3)
173,59800,1.08,0.356,10.31,234.4,289.52,340.92,2011500,1.12,3.6e-08,6.6e-10,3.3e-06,1.1e-05,1.2e-05,3.7e-07, 11500 Tomaiyowit (1989 UR),11500,Tomaiyowit (1989 UR)
174,59800,1.703,0.4744,19.43,359.79,116.23,64.58,2011885,2.22,3.6e-08,1.9e-09,1.2e-05,9.3e-06,1.2e-05,1.4e-06, 11885 Summanus (1990 SS),11885,Summanus (1990 SS)
175,59800,1.542,0.4062,24.54,220.7,321.79,265.07,2012538,1.91,9.8e-09,2.2e-09,6.2e-07,2.1e-06,3e-06,1.5e-06, 12538 (1998 OH),12538,(1998 OH)
176,59800,1.186,0.2721,38.49,294.98,322.87,41.02,2012711,1.29,3.3e-08,1.4e-09,9.4e-07,4.1e-06,9.8e-06,8.4e-07, 12711 Tukmit (1991 BB),12711,Tukmit (1991 BB)
177,59800,1.962,0.4922,5.31,168.18,147.11,124.8,2012923,2.75,2e-08,2.4e-09,3e-06,2.8e-05,2.8e-05,1.8e-06, 12923 Zephyr (1999 GK4),12923,Zephyr (1999 GK4)
178,59800,2.188,0.4642,5.88,193.46,109.98,89.65,2013553,3.24,1.9e-08,1.6e-09,2.2e-06,2.3e-05,2.3e-05,1.3e-06, 13553 Masaakikoyama (1992 JE),13553,Masaakikoyama (1992 JE)
179,59800,1.336,0.3056,17.25,116.66,133.82,111.79,2013651,1.54,3e-08,8.1e-10,5.7e-06,1.1e-05,1.4e-05,5.1e-07, 13651 (1997 BR),13651,(1997 BR)
180,59800,1.715,0.4021,11.42,158.22,51.34,334.62,2014402,2.25,2.6e-08,9.5e-10,4.9e-06,1.2e-05,1.4e-05,6.8e-07, 14402 (1991 DB),14402,(1991 DB)
181,59800,2.843,0.6657,1.98,57.94,238.18,217.17,2014827,4.79,2.6e-08,2.1e-08,1.2e-05,0.0002,0.0002,2e-05, 14827 Hypnos (1986 JK),14827,Hypnos (1986 JK)
182,59800,1.72,0.255,14.43,132.61,140.6,294.77,2015745,2.26,4.4e-08,1.8e-09,4.1e-06,1.2e-05,1.4e-05,1.3e-06, 15745 Yuliya (1991 PM5),15745,Yuliya (1991 PM5)
183,59800,1.324,0.1182,13.87,162.49,94.27,182.86,2015817,1.52,3.5e-08,1.6e-09,3.5e-06,1.2e-05,2.7e-05,9.8e-07, 15817 Lucianotesi (1994 QC),15817,Lucianotesi (1994 QC)
184,59800,2.848,0.5892,4.54,335.56,104.76,239.95,2016064,4.81,3.8e-08,1.4e-08,3.6e-06,5.6e-05,5.6e-05,1.3e-05, 16064 Davidharvey (1999 RH27),16064,Davidharvey (1999 RH27)
185,59800,2.31,0.4683,7.21,296.81,47.32,90.15,2016636,3.51,3.3e-08,1.4e-09,3.7e-06,2.1e-05,2.8e-05,1.1e-06, 16636 (1993 QP),16636,(1993 QP)
186,59800,2.278,0.4604,24.94,31.2,21.26,126.97,2016657,3.44,5.2e-08,3.7e-09,9.1e-06,1.2e-05,1.7e-05,3.1e-06, 16657 (1993 UB),16657,(1993 UB)
187,59800,1.442,0.6042,25.92,37.16,157.95,0.48,2016816,1.73,8.4e-08,4.3e-09,9.1e-06,7.7e-06,9.3e-06,2.9e-06, 16816 (1997 UF9),16816,(1997 UF9)
188,59800,1.468,0.4421,15.99,260.78,334.33,164.21,2016834,1.78,1.1e-08,8.8e-10,1.5e-06,3.7e-06,4.6e-06,5.9e-07, 16834 (1997 WU22),16834,(1997 WU22)
189,59800,1.751,0.2728,24.52,169.18,221.22,304.5,2016912,2.32,6.9e-08,5.4e-09,8e-06,1.3e-05,1.9e-05,4e-06, 16912 Rhiannon (1998 EP8),16912,Rhiannon (1998 EP8)
190,59800,2.201,0.859,17.52,260.18,243.24,67.02,2016960,3.26,2.1e-08,4.4e-09,3.1e-06,1.9e-05,1.8e-05,3.6e-06, 16960 (1998 QS52),16960,(1998 QS52)
191,59800,2.37,0.674,10.65,113.57,36.8,59.67,2017181,3.65,5e-08,6.4e-09,5.7e-06,2.9e-05,2.9e-05,5.4e-06, 17181 (1999 UM3),17181,(1999 UM3)
192,59800,1.387,0.5536,9.27,333.51,203.18,263.02,2017182,1.63,4e-08,3.1e-09,3.7e-06,2.5e-05,2.4e-05,2e-06, 17182 (1999 VU),17182,(1999 VU)
193,59800,2.216,0.637,29.45,269.78,287.26,293.3,2017188,3.3,4.3e-08,1.3e-08,1e-05,1.2e-05,1.3e-05,1.1e-05, 17188 (1999 WC2),17188,(1999 WC2)
194,59800,2.733,0.5537,5.57,305.73,21.39,314.75,2017274,4.52,1.9e-08,2.6e-09,2.9e-06,2.2e-05,2.2e-05,2.3e-06, 17274 (2000 LC16),17274,(2000 LC16)
195,59800,1.19,0.3587,9.58,355.91,202.39,123.26,2017511,1.3,3.5e-08,7.3e-10,3.1e-06,1.8e-05,2e-05,4.4e-07, 17511 (1992 QN),17511,(1992 QN)
196,59800,2.445,0.512,4.22,109.18,234.97,266.19,2018106,3.82,3.7e-08,4.4e-09,5e-06,5.6e-05,5.7e-05,3.8e-06, 18106 Blume (2000 NX3),18106,Blume (2000 NX3)
197,59800,1.881,0.3678,0.81,59.53,319.25,171.83,2018109,2.58,2.6e-08,1.9e-09,2.2e-06,0.00017,0.00017,1.5e-06, 18109 (2000 NG11),18109,(2000 NG11)
198,59800,2.424,0.5112,17.83,338.46,100.72,253.54,2018172,3.77,2.1e-08,3.9e-09,4.7e-06,9.4e-06,1.3e-05,3.3e-06, 18172 (2000 QL7),18172,(2000 QL7)
199,59800,2.35,0.4907,2.81,297.43,222.96,340.73,2018736,3.6,2.5e-08,4.4e-09,2.6e-06,5.4e-05,5.4e-05,3.7e-06, 18736 (1998 NU),18736,(1998 NU)
200,59800,1.685,0.2321,36.81,291.69,242.65,49.45,2018882,2.19,4.3e-08,4.4e-09,8.8e-06,5.9e-06,1.7e-05,3.1e-06, 18882 (1999 YN4),18882,(1999 YN4)
201,59800,2.507,0.561,3.01,186.54,334.17,156.02,2019356,3.97,3.2e-08,1.1e-08,5.7e-06,7.1e-05,7.1e-05,9.6e-06, 19356 (1997 GH3),19356,(1997 GH3)
202,59800,2.233,0.4427,1.33,281.5,9.59,230.63,2019764,3.34,3e-08,3.2e-09,2.3e-06,0.00015,0.00015,2.6e-06, 19764 (2000 NF5),19764,(2000 NF5)
203,59800,3.183,0.6231,21.77,237.15,58.0,337.17,2020086,5.68,4.1e-08,2.2e-08,1.2e-05,1.8e-05,2.2e-05,2.1e-05, 20086 (1994 LW),20086,(1994 LW)
204,59800,2.036,0.5593,6.5,111.42,104.31,131.12,2020236,2.91,6.2e-08,1.6e-08,7.3e-06,5.5e-05,6e-05,1.3e-05, 20236 (1998 BZ7),20236,(1998 BZ7)
205,59800,2.151,0.4921,9.96,180.94,17.57,254.78,2020255,3.15,2.6e-08,4.1e-09,6.1e-06,1.1e-05,2e-05,3.3e-06, 20255 (1998 FX2),20255,(1998 FX2)
206,59800,1.565,0.4769,6.99,227.26,296.32,349.77,2020425,1.96,1.3e-07,5.9e-08,3.8e-05,0.00014,0.00014,4e-05, 20425 (1998 VD35),20425,(1998 VD35)
207,59800,1.556,0.4643,6.3,61.75,147.6,356.36,2020429,1.94,4.8e-08,5.3e-09,5e-06,3.3e-05,3.5e-05,3.6e-06, 20429 (1998 YN1),20429,(1998 YN1)
208,59800,1.877,0.412,33.94,280.07,283.62,36.94,2020460,2.57,2.6e-08,2.9e-09,7.8e-07,4.4e-06,4.7e-06,2.2e-06, 20460 Robwhiteley (1999 LO28),20460,Robwhiteley (1999 LO28)
209,59800,2.751,0.5566,8.3,302.95,168.92,267.55,2020790,4.56,4e-08,2.4e-08,5.1e-06,3.5e-05,3.7e-05,2.2e-05, 20790 (2000 SE45),20790,(2000 SE45)
210,59800,2.42,0.6357,31.93,347.32,198.62,243.77,2020826,3.76,1.7e-08,6.2e-09,1.3e-06,3.4e-06,2.1e-06,5.3e-06, 20826 (2000 UV13),20826,(2000 UV13)
211,59800,1.707,0.2387,38.46,297.84,27.17,34.68,2021088,2.23,6.8e-09,2.6e-09,6.5e-07,8.7e-07,2.1e-06,1.8e-06, 21088 Chelyabinsk (1992 BL2),21088,Chelyabinsk (1992 BL2)
212,59800,2.378,0.5204,20.95,167.38,250.09,351.93,2021277,3.67,3.4e-08,9.5e-09,6e-06,1.2e-05,1.4e-05,8e-06, 21277 (1996 TO5),21277,(1996 TO5)
213,59800,1.269,0.1206,23.98,59.2,197.18,258.04,2021374,1.43,2.3e-08,1.6e-09,4.4e-06,4.4e-06,1.2e-05,1e-06, 21374 (1997 WS22),21374,(1997 WS22)
214,59800,1.105,0.2763,9.85,136.44,186.58,0.81,2022099,1.16,3.5e-08,7.6e-10,3.9e-06,1.7e-05,2e-05,4.4e-07, 22099 (2000 EX106),22099,(2000 EX106)
215,59800,1.219,0.5698,3.2,307.41,324.76,299.44,2022753,1.35,9.8e-09,4.7e-09,2.9e-06,4e-05,4e-05,2.9e-06, 22753 (1998 WT),22753,(1998 WT)
216,59800,1.576,0.524,11.4,338.95,305.8,218.47,2022771,1.98,1.4e-08,1.4e-09,4.2e-06,7.2e-06,7.9e-06,9.6e-07, 22771 (1999 CU3),22771,(1999 CU3)
217,59800,1.824,0.4009,40.97,119.65,301.44,279.1,2023183,2.46,5.9e-08,6.7e-09,4.5e-06,6e-06,1e-05,4.9e-06, 23183 (2000 OY21),23183,(2000 OY21)
218,59800,1.847,0.5893,51.33,164.31,293.54,213.36,2023187,2.51,1.3e-08,1e-09,6.7e-06,6.2e-07,3e-06,7.6e-07, 23187 (2000 PN9),23187,(2000 PN9)
219,59800,2.29,0.5175,23.44,345.87,124.3,85.47,2023548,3.47,9.9e-08,8.6e-09,2.3e-05,1.8e-05,2.5e-05,7.1e-06, 23548 (1994 EF2),23548,(1994 EF2)
220,59800,1.75,0.361,14.36,296.63,357.62,9.7,2023606,2.32,7.3e-08,7.5e-09,7.7e-06,2e-05,2.5e-05,5.4e-06, 23606 (1996 AS1),23606,(1996 AS1)
221,59800,2.128,0.5164,8.4,127.86,128.96,271.06,2023714,3.1,6.7e-08,7.5e-09,4.5e-06,5.1e-05,5.2e-05,6e-06, 23714 (1998 EC3),23714,(1998 EC3)
222,59800,2.311,0.8222,25.75,178.12,231.17,83.07,2024443,3.51,2.8e-08,5.6e-09,8.3e-06,1.3e-05,1.2e-05,4.7e-06, 24443 (2000 OG),24443,(2000 OG)
223,59800,2.21,0.5459,23.78,203.16,219.07,239.51,2024445,3.29,3.5e-08,6.8e-09,5.4e-06,8.7e-06,9.2e-06,5.5e-06, 24445 (2000 PM8),24445,(2000 PM8)
224,59800,1.975,0.4413,14.63,76.41,32.66,289.83,2024475,2.78,3e-08,7.3e-09,5.9e-06,1.5e-05,1.7e-05,5.6e-06, 24475 (2000 VN2),24475,(2000 VN2)
225,59800,1.335,0.3058,21.92,121.06,287.52,94.72,2024761,1.54,3.5e-08,2.7e-09,4.6e-06,1.1e-05,1.4e-05,1.7e-06, 24761 Ahau (1993 BW2),24761,Ahau (1993 BW2)
226,59800,1.324,0.2801,1.62,69.08,162.79,345.13,2025143,1.52,2.1e-09,4.1e-09,2.8e-07,6.5e-06,6.5e-06,2.6e-06, 25143 Itokawa (1998 SF36),25143,Itokawa (1998 SF36)
227,59800,1.54,0.371,14.33,50.54,86.1,76.73,2025330,1.91,3.5e-08,1.8e-09,5.3e-06,1.4e-05,1.6e-05,1.2e-06, 25330 (1999 KV4),25330,(1999 KV4)
228,59800,2.561,0.4979,15.74,94.67,199.79,353.59,2025916,4.1,1.4e-08,7.8e-09,6.2e-07,3.1e-06,3.5e-06,6.8e-06, 25916 (2001 CP44),25916,(2001 CP44)
229,59800,3.3,0.6443,14.78,185.71,62.9,199.95,2026166,6.0,7.6e-08,1.5e-08,2.2e-05,3.4e-05,4.3e-05,1.5e-05, 26166 (1995 QN3),26166,(1995 QN3)
230,59800,2.141,0.4686,5.38,210.85,98.91,252.06,2026310,3.13,5e-08,5.3e-09,1.1e-05,7.5e-05,7.7e-05,4.2e-06, 26310 (1998 TX6),26310,(1998 TX6)
231,59800,1.606,0.5762,8.68,252.11,200.59,212.52,2026379,2.04,2.5e-07,3.9e-08,2.5e-05,0.00018,0.00019,2.7e-05, 26379 (1999 HZ1),26379,(1999 HZ1)
232,59800,1.546,0.4722,13.54,303.66,231.14,58.69,2026663,1.92,5.2e-08,2.9e-09,3.9e-06,9.6e-06,1.2e-05,1.9e-06, 26663 (2000 XK47),26663,(2000 XK47)
233,59800,2.851,0.5578,11.02,146.25,155.2,125.45,2026760,4.82,3.1e-08,2.4e-08,5e-06,1.6e-05,1.9e-05,2.2e-05, 26760 (2001 KP41),26760,(2001 KP41)
234,59800,2.803,0.5944,3.5,153.19,156.58,169.02,2026817,4.69,4.2e-08,4.5e-08,7.4e-06,0.00013,0.00014,4.1e-05, 26817 (1987 QB),26817,(1987 QB)
235,59800,1.744,0.4335,8.7,130.37,0.79,221.32,2027002,2.3,3e-08,4.1e-09,3.7e-06,3e-05,3e-05,3e-06, 27002 (1998 DV9),27002,(1998 DV9)
236,59800,2.14,0.425,5.36,191.86,111.83,250.72,2027031,3.13,4.2e-08,3.5e-09,5.2e-06,4.1e-05,4.2e-05,2.8e-06, 27031 (1998 RO4),27031,(1998 RO4)
237,59800,1.875,0.399,36.95,135.21,269.24,348.11,2027346,2.57,5.6e-08,1e-08,5.7e-06,9e-06,1.2e-05,7.5e-06, 27346 (2000 DN8),27346,(2000 DN8)
238,59800,1.698,0.5082,12.17,356.65,224.66,227.11,2029075,2.21,1.9e-08,1.2e-09,4e-06,6.3e-06,7.7e-06,8.4e-07, 29075 (1950 DA),29075,(1950 DA)
239,59800,2.436,0.6809,8.74,205.02,33.69,193.01,2030825,3.8,1.7e-08,4.3e-09,4.1e-06,2e-05,2e-05,3.7e-06, 30825 (1990 TG1),30825,(1990 TG1)
240,59800,1.56,0.6433,36.23,38.63,151.12,161.61,2030997,1.95,1.6e-07,1.3e-08,1.5e-05,1.3e-05,1.6e-05,8.6e-06, 30997 (1995 UO5),30997,(1995 UO5)
241,59800,2.605,0.5024,8.96,144.92,271.34,330.07,2031210,4.2,4.1e-08,6.5e-09,6.1e-06,2.2e-05,2.4e-05,5.7e-06, 31210 (1998 BX7),31210,(1998 BX7)
242,59800,1.723,0.2571,20.22,331.03,186.83,296.26,2031221,2.26,5.6e-08,3.1e-09,6.2e-06,7.5e-06,1.1e-05,2.2e-06, 31221 (1998 BP26),31221,(1998 BP26)
243,59800,2.016,0.3914,6.5,222.7,156.17,115.37,2031345,2.86,2.9e-08,1.1e-09,3.3e-06,2.6e-05,2.7e-05,8.8e-07, 31345 (1998 PG),31345,(1998 PG)
244,59800,2.029,0.43,5.96,299.73,350.51,115.66,2031346,2.89,5.2e-08,4.7e-09,4.8e-06,4.9e-05,5e-05,3.7e-06, 31346 (1998 PB1),31346,(1998 PB1)
245,59800,1.598,0.548,18.82,13.95,312.03,128.4,2031662,2.02,1.1e-07,8e-09,3.1e-05,3.5e-05,3.5e-05,5.6e-06, 31662 (1999 HP11),31662,(1999 HP11)
246,59800,2.136,0.5779,9.54,78.81,39.1,204.94,2031669,3.12,4e-08,6.7e-09,5.1e-06,3.7e-05,3.8e-05,5.4e-06, 31669 (1999 JT6),31669,(1999 JT6)
247,59800,2.248,0.44,18.94,331.18,92.31,68.79,2032906,3.37,2.3e-08,3e-09,4.8e-06,9.2e-06,1.2e-05,2.4e-06, 32906 (1994 RH),32906,(1994 RH)
248,59800,0.7188,0.4176,7.37,81.67,167.53,173.5,2033342,0.609,9.8e-09,2.7e-09,1.9e-06,2.1e-06,2.8e-06,1.2e-06, 33342 (1998 WT24),33342,(1998 WT24)
249,59800,2.069,0.3874,6.18,315.28,286.17,235.43,2034613,2.98,1.6e-07,1.1e-08,4.1e-06,3.6e-05,5.6e-05,8.7e-06, 34613 (2000 UR13),34613,(2000 UR13)
250,59800,1.137,0.1442,13.91,139.35,206.95,170.48,2035107,1.21,2e-08,3.1e-09,7.6e-07,5.1e-06,8.5e-06,1.8e-06, 35107 (1991 VH),35107,(1991 VH)
251,59800,1.442,0.4838,4.1,213.66,103.04,176.86,2035396,1.73,1.3e-08,1.7e-09,3.1e-06,2e-05,2.1e-05,1.1e-06, 35396 (1997 XF11),35396,(1997 XF11)
252,59800,2.502,0.545,13.14,115.33,1.61,60.05,2035432,3.96,6.5e-08,1.3e-08,6.3e-06,2e-05,2.8e-05,1.1e-05, 35432 (1998 BG9),35432,(1998 BG9)
253,59800,2.121,0.5963,7.14,271.35,169.84,235.36,2035670,3.09,7.7e-08,2.1e-08,1.1e-05,0.00019,0.00018,1.6e-05, 35670 (1998 SU27),35670,(1998 SU27)
254,59800,1.523,0.3143,5.55,332.08,52.09,51.4,2036017,1.88,1.6e-08,5e-10,2.5e-06,1.5e-05,1.7e-05,3.4e-07, 36017 (1999 ND43),36017,(1999 ND43)
255,59800,1.551,0.3325,38.22,54.65,311.19,320.42,2036183,1.93,1.1e-07,8.5e-09,1e-05,5.5e-06,1.5e-05,5.8e-06, 36183 (1999 TX16),36183,(1999 TX16)
256,59800,1.332,0.4236,58.03,241.07,19.78,47.88,2036236,1.54,2.3e-08,3.9e-09,1.5e-06,2.5e-06,4.7e-06,2.5e-06, 36236 (1999 VV),36236,(1999 VV)
257,59800,1.484,0.5539,46.77,323.16,317.97,52.39,2036284,1.81,3e-08,5.2e-09,2.5e-06,2.8e-06,3.8e-06,3.4e-06, 36284 (2000 DM8),36284,(2000 DM8)
258,59800,2.253,0.4836,36.67,223.65,118.0,76.49,2037336,3.38,3e-08,5.5e-09,8.5e-06,6.3e-06,9.8e-06,4.5e-06, 37336 (2001 RM),37336,(2001 RM)
